-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2025 in LST
Location: latitude  32.6676   longitude -115.4266 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 156.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2019,7,10,8.5166,33.66,12.95,2.69
2019,7,11,7.4683,34.26,17.48,3.36
2019,7,12,8.2044,38.41,13.74,1.95
2019,7,13,7.4928,37.63,20.83,2.25
2019,7,14,7.781,38.04,18.56,2.58
2019,7,15,8.4278,38.18,8.27,3.15
2019,7,16,8.5334,36.98,7.08,2.96
2019,7,17,8.1864,35.17,12.33,2.03
2019,7,18,8.3429,34.84,13.12,2.05
2019,7,19,8.5126,34.03,13.14,4.11
2019,7,20,8.335,34.4,17.28,2.04
2019,7,21,7.7506,34.47,24.22,2.96
2019,7,22,4.9757,34.79,28.25,1.96
2019,7,23,7.0015,36.45,24.34,2.18
2019,7,24,5.2214,35.14,27.02,2.79
2019,7,25,6.817,36.46,26.73,1.84
2019,7,26,7.8571,37.26,24.95,2.7
2019,7,27,7.7347,38.83,19.33,2.61
2019,7,28,7.4405,38.75,17.14,2.62
2019,7,29,7.7477,37.68,13.28,2.52
2019,7,30,5.3042,32.68,31.16,3.53
2019,7,31,7.0198,33.87,28.75,2.1
2019,8,1,7.8278,36.32,23.86,2.11
2019,8,2,7.5691,37.58,12.4,2.35
2019,8,3,7.6709,38.16,11.33,2.14
2019,8,4,7.9682,37.87,10.35,2.33
2019,8,5,7.434,39.14,9.66,2.71
2019,8,6,4.4806,36.39,22.0,2.68
2019,8,7,5.2433,35.61,29.36,2.29
2019,8,8,7.8523,35.42,20.58,2.3
2019,8,9,8.093,34.68,9.48,2.1
2019,8,10,8.154,32.88,12.66,2.42
2019,8,11,8.0294,32.24,17.66,2.44
2019,8,12,8.1475,33.25,17.01,2.42
2019,8,13,7.8655,35.18,15.84,2.29
2019,8,14,7.7882,37.87,10.71,2.28
2019,8,15,7.8005,38.65,9.67,2.44
2019,8,16,8.033,36.6,9.32,2.15
2019,8,17,7.6812,34.27,12.86,2.24
2019,8,18,7.8173,33.72,15.38,2.36
2019,8,19,7.8638,34.27,15.16,2.47
2019,8,20,7.8403,35.51,8.27,2.83
2019,8,21,7.9102,37.19,6.37,2.22
2019,8,22,7.6879,35.39,7.94,2.2
2019,8,23,7.5547,32.94,17.67,2.43
2019,8,24,7.1194,32.74,33.46,2.89
2019,8,25,6.7366,34.8,32.28,1.9
2019,8,26,6.9166,35.19,23.72,2.5
2019,8,27,7.0675,36.55,22.13,2.56
2019,8,28,7.1981,36.26,20.25,2.15
2019,8,29,7.1366,35.45,22.86,2.12
2019,8,30,7.2391,36.57,18.09,3.02
2019,8,31,7.1621,36.17,17.99,2.65
2019,9,1,6.6665,34.62,30.62,2.65
2019,9,2,5.5421,34.15,43.34,1.51
2019,9,3,6.649,36.91,28.89,2.25
2019,9,4,6.4104,37.61,26.9,2.06
2019,9,5,5.8366,37.28,23.22,2.18
2019,9,6,6.6943,36.64,21.64,3.23
2019,9,7,6.9144,34.89,17.77,3.33
2019,9,8,7.032,30.46,20.72,3.3
2019,9,9,6.4493,30.08,24.86,2.43
2019,9,10,6.959,28.27,33.8,2.4
2019,9,11,6.9322,27.76,30.72,2.28
2019,9,12,6.7298,30.84,27.11,1.67
2019,9,13,6.3058,33.3,17.99,1.77
2019,9,14,6.6689,33.95,17.33,1.75
2019,9,15,6.342,33.93,16.24,1.5
2019,9,16,6.3701,32.61,14.39,1.93
2019,9,17,6.5184,31.42,22.36,2.85
2019,9,18,6.7937,29.34,20.43,2.74
2019,9,19,6.5088,26.59,29.23,4.32
2019,9,20,6.5986,25.31,30.15,2.82
2019,9,21,6.6257,27.69,24.42,1.77
2019,9,22,6.2882,30.28,18.23,1.59
2019,9,23,6.2844,30.77,20.99,1.42
2019,9,24,6.0638,28.3,29.88,2.03
2019,9,25,4.2106,27.56,47.23,1.36
2019,9,26,5.31,25.3,60.06,1.94
2019,9,27,5.8992,26.13,48.82,2.6
2019,9,28,6.025,25.31,48.77,3.17
2019,9,29,6.2748,21.98,40.01,3.46
2019,9,30,6.2779,21.21,35.38,3.09
2019,10,1,6.227,21.61,39.46,2.42
2019,10,2,6.1058,23.17,31.05,1.92
2019,10,3,6.025,25.76,24.71,1.91
2019,10,4,6.1834,25.48,15.16,2.28
2019,10,5,6.0972,26.69,12.98,1.75
2019,10,6,5.8999,27.3,13.94,2.02
2019,10,7,5.7751,27.6,14.05,1.7
2019,10,8,5.761,28.27,14.16,2.09
2019,10,9,5.6938,26.93,17.48,4.24
2019,10,10,5.9496,20.75,18.59,3.97
2019,10,11,5.8447,20.23,11.78,2.28
2019,10,12,5.6693,23.05,8.77,1.65
2019,10,13,5.5385,23.5,21.23,2.07
2019,10,14,5.5493,22.48,28.35,2.39
2019,10,15,5.5325,24.39,29.84,1.59
2019,10,16,5.3177,27.64,22.21,1.24
2019,10,17,5.3033,25.44,27.68,4.21
2019,10,18,5.3326,23.1,28.41,3.39
2019,10,19,5.3254,23.18,21.27,2.11
2019,10,20,5.1936,23.3,20.86,2.79
2019,10,21,5.2723,24.65,15.28,1.9
2019,10,22,5.2963,25.56,17.19,2.24
2019,10,23,5.1065,26.74,14.09,2.18
2019,10,24,5.4691,24.15,12.85,3.34
2019,10,25,5.1838,22.92,12.03,2.02
2019,10,26,5.087,24.18,12.93,1.49
2019,10,27,4.4674,22.06,31.41,4.03
2019,10,28,5.1346,15.99,19.69,2.4
2019,10,29,4.7448,17.83,44.34,2.19
2019,10,30,4.7515,13.35,11.55,4.12
2019,10,31,4.962,13.5,11.14,2.1
2019,11,1,4.8151,16.72,6.9,1.73
2019,11,2,4.3903,19.77,6.61,1.71
2019,11,3,4.6171,21.57,16.14,1.62
2019,11,4,4.6723,21.19,11.1,1.51
2019,11,5,4.5238,22.38,17.49,1.6
2019,11,6,4.4191,23.9,21.21,1.67
2019,11,7,4.4023,22.88,24.54,1.44
2019,11,8,4.3709,22.84,20.26,1.77
2019,11,9,3.9998,22.96,16.28,1.66
2019,11,10,3.8153,22.77,16.23,1.67
2019,11,11,4.3044,22.68,15.33,1.39
2019,11,12,4.2319,22.77,15.97,1.59
2019,11,13,4.0618,22.1,16.15,1.3
2019,11,14,4.0385,22.17,14.93,1.64
2019,11,15,4.014,22.39,24.87,1.72
2019,11,16,3.9002,21.59,28.07,1.63
2019,11,17,4.0949,22.6,19.73,1.56
2019,11,18,3.4291,22.02,19.91,1.08
2019,11,19,2.2776,22.41,50.53,1.68
2019,11,20,2.7725,15.76,64.19,3.01
2019,11,21,3.0245,15.67,62.23,0.81
2019,11,22,3.3355,14.75,63.08,1.4
2019,11,23,3.6425,15.09,50.32,1.61
2019,11,24,3.8143,15.69,38.34,1.64
2019,11,25,3.377,16.62,41.42,3.7
2019,11,26,3.9816,12.02,39.26,1.75
2019,11,27,1.8989,13.05,58.75,1.61
2019,11,28,2.4451,13.51,70.59,2.49
2019,11,29,3.3456,10.7,65.47,2.54
2019,11,30,3.4349,10.33,62.91,1.28
2019,12,1,3.6182,11.33,45.24,1.16
2019,12,2,2.8992,14.24,41.39,1.21
2019,12,3,1.6282,14.99,44.29,0.73
2019,12,4,1.8041,14.26,72.9,0.7
2019,12,5,3.2959,14.68,66.71,1.27
2019,12,6,2.9664,15.27,63.21,0.83
2019,12,7,0.7865,18.32,60.51,0.79
2019,12,8,1.7218,17.0,67.69,2.1
2019,12,9,3.5443,14.48,59.89,2.8
2019,12,10,3.6262,14.81,43.94,1.52
2019,12,11,3.5162,13.97,44.18,1.61
2019,12,12,3.2851,14.82,42.66,1.25
2019,12,13,3.5026,15.18,51.5,1.46
2019,12,14,3.3746,16.19,64.36,2.81
2019,12,15,3.5678,13.05,56.78,3.12
2019,12,16,3.719,9.78,40.37,2.74
2019,12,17,3.7908,8.41,34.77,1.82
2019,12,18,3.0067,8.77,35.42,1.39
2019,12,19,3.6281,9.85,37.8,1.87
2019,12,20,3.5352,12.11,31.21,1.39
2019,12,21,2.7655,12.81,35.26,0.97
2019,12,22,2.0434,12.44,46.66,0.48
2019,12,23,1.0397,12.47,82.73,1.25
2019,12,24,3.3662,11.97,72.07,2.2
2019,12,25,3.2378,11.54,62.22,1.42
2019,12,26,1.7237,8.69,77.04,1.75
2019,12,27,3.3739,9.37,64.69,1.87
2019,12,28,3.6838,9.59,46.84,1.97
2019,12,29,3.5518,8.82,35.28,1.08
2019,12,30,1.249,7.84,50.58,1.65
2019,12,31,3.1212,11.82,42.85,2.13
2020,1,1,3.4666,12.6,40.4,1.26
2020,1,2,3.7061,14.16,44.92,2.02
2020,1,3,3.5033,13.62,35.47,1.39
2020,1,4,3.6895,13.33,36.56,1.32
2020,1,5,3.7385,12.72,46.19,1.56
2020,1,6,3.845,13.31,35.01,1.99
2020,1,7,3.8086,13.09,33.65,1.28
2020,1,8,3.6682,13.17,49.99,2.89
2020,1,9,3.3708,11.75,69.61,4.13
2020,1,10,3.8978,12.41,39.6,2.48
2020,1,11,3.8484,12.41,44.14,1.91
2020,1,12,3.811,11.52,61.8,1.71
2020,1,13,3.7512,11.73,61.39,1.66
2020,1,14,3.6574,12.47,57.01,1.9
2020,1,15,3.5059,12.84,44.47,1.63
2020,1,16,3.8486,12.6,48.95,1.22
2020,1,17,3.7373,11.03,62.73,2.11
2020,1,18,4.0373,11.67,39.6,1.73
2020,1,19,3.8117,14.27,34.06,1.35
2020,1,20,1.2353,16.62,38.98,1.14
2020,1,21,3.497,14.43,69.88,1.31
2020,1,22,3.8753,13.33,67.44,1.9
2020,1,23,4.0466,14.74,53.73,1.77
2020,1,24,3.5138,15.8,43.05,1.34
2020,1,25,4.1537,16.32,37.39,1.28
2020,1,26,3.7639,16.61,39.02,1.44
2020,1,27,4.2348,16.11,44.94,2.17
2020,1,28,4.3834,17.15,35.74,1.46
2020,1,29,4.3092,14.72,41.29,3.39
2020,1,30,4.3769,15.33,32.54,2.23
2020,1,31,4.5302,15.32,35.21,1.64
2020,2,1,4.5744,17.32,26.53,1.63
2020,2,2,4.5298,18.38,34.11,1.26
2020,2,3,2.8934,10.5,43.56,3.23
2020,2,4,4.9613,6.62,29.63,3.3
2020,2,5,4.044,8.92,31.26,2.39
2020,2,6,4.5802,13.21,41.41,1.71
2020,2,7,4.6658,15.26,48.4,1.62
2020,2,8,4.8252,15.82,41.44,1.32
2020,2,9,4.3891,13.45,59.34,1.47
2020,2,10,2.2075,11.69,75.8,1.67
2020,2,11,5.0285,11.79,38.29,3.43
2020,2,12,5.041,13.8,31.07,1.28
2020,2,13,4.9066,13.4,37.2,1.22
2020,2,14,4.9274,15.48,34.91,1.4
2020,2,15,5.1302,15.62,33.57,1.46
2020,2,16,5.149,17.17,32.84,1.44
2020,2,17,5.0045,17.35,41.15,1.72
2020,2,18,4.9442,16.77,38.87,1.54
2020,2,19,5.1358,17.63,36.56,1.39
2020,2,20,4.4962,17.16,32.86,1.3
2020,2,21,4.506,18.85,33.59,1.18
2020,2,22,4.3092,15.15,56.54,3.02
2020,2,23,5.2178,16.06,57.31,2.93
2020,2,24,5.455,18.35,42.18,1.85
2020,2,25,5.778,16.36,28.15,2.85
2020,2,26,5.8294,13.46,27.46,1.89
2020,2,27,4.6762,17.83,24.22,1.28
2020,2,28,4.5497,19.57,24.66,1.27
2020,2,29,5.4816,18.84,27.2,2.93
2020,3,1,5.4857,15.56,46.7,3.42
2020,3,2,3.9583,12.82,56.98,2.18
2020,3,3,5.9321,16.86,28.92,2.61
2020,3,4,5.8154,18.14,33.58,1.65
2020,3,5,5.3873,18.81,40.87,1.06
2020,3,6,5.753,20.84,34.77,1.73
2020,3,7,5.9042,18.76,43.03,2.7
2020,3,8,5.8771,16.96,49.41,2.34
2020,3,9,4.7136,15.41,57.5,1.76
2020,3,10,2.4168,14.91,87.29,1.9
2020,3,11,3.7109,17.97,76.09,1.06
2020,3,12,2.8841,16.92,69.98,1.46
2020,3,13,5.1883,15.7,62.67,1.92
2020,3,14,5.7854,16.56,60.62,1.1
2020,3,15,6.1687,17.02,55.81,1.22
2020,3,16,5.7888,15.91,51.61,1.74
2020,3,17,4.903,14.84,52.98,1.38
2020,3,18,3.5338,10.62,72.48,1.97
2020,3,19,4.8874,12.94,61.29,1.58
2020,3,20,5.2889,13.12,60.9,1.33
2020,3,21,6.455,15.57,53.75,1.63
2020,3,22,5.6359,17.22,47.26,1.35
2020,3,23,6.7159,17.66,52.96,2.43
2020,3,24,6.7706,16.63,51.2,2.13
2020,3,25,5.6494,15.65,52.59,3.14
2020,3,26,6.7512,13.68,51.76,3.51
2020,3,27,6.738,13.05,51.02,3.2
2020,3,28,6.8388,14.58,44.23,1.98
2020,3,29,6.7872,16.24,49.34,3.19
2020,3,30,7.0279,17.83,42.33,2.22
2020,3,31,3.5921,20.36,32.46,1.06
2020,4,1,6.851,22.74,34.78,2.08
2020,4,2,7.1633,19.7,43.33,3.15
2020,4,3,7.2257,18.48,42.36,3.47
2020,4,4,7.1422,19.01,43.74,2.59
2020,4,5,7.2154,18.25,48.19,2.18
2020,4,6,6.8424,17.36,52.62,1.66
2020,4,7,5.8097,17.06,59.64,1.47
2020,4,8,5.8759,14.32,58.27,2.17
2020,4,9,6.372,15.07,53.58,1.39
2020,4,10,3.5669,13.4,73.02,0.99
2020,4,11,6.2172,15.47,62.28,2.09
2020,4,12,7.0903,18.51,53.0,3.34
2020,4,13,7.3908,18.41,54.37,3.66
2020,4,14,7.5895,19.46,40.91,2.66
2020,4,15,7.9908,20.36,27.94,1.81
2020,4,16,7.7376,22.28,27.61,1.63
2020,4,17,7.6682,19.61,43.34,2.99
2020,4,18,7.387,18.32,49.74,4.25
2020,4,19,7.0937,19.39,47.74,2.35
2020,4,20,7.5552,20.08,46.62,4.24
2020,4,21,7.6426,20.12,49.13,4.02
2020,4,22,7.7405,24.9,35.93,2.7
2020,4,23,7.8086,28.03,26.65,1.92
2020,4,24,7.8595,28.37,27.5,1.67
2020,4,25,7.7767,29.37,26.58,1.53
2020,4,26,7.9171,30.35,24.73,2.29
2020,4,27,8.117,28.95,23.57,2.82
2020,4,28,8.099,28.53,23.55,2.07
2020,4,29,7.6577,29.25,25.39,2.32
2020,4,30,4.9673,28.75,29.79,1.7
2020,5,1,8.0734,27.77,26.23,3.01
2020,5,2,8.111,25.98,26.93,4.06
2020,5,3,8.0503,25.98,26.41,3.79
2020,5,4,8.2685,26.89,22.77,2.41
2020,5,5,8.3405,30.02,19.67,2.01
2020,5,6,8.4221,32.14,17.25,2.0
2020,5,7,8.5193,32.36,16.04,2.07
2020,5,8,8.1401,31.72,20.6,2.63
2020,5,9,6.907,31.31,30.6,2.36
2020,5,10,7.7443,30.52,32.08,2.58
2020,5,11,8.3959,27.5,26.83,3.73
2020,5,12,8.2692,23.29,34.11,4.66
2020,5,13,8.2404,22.85,40.13,3.92
2020,5,14,7.4866,24.39,37.3,4.41
2020,5,15,8.1533,25.82,33.34,2.94
2020,5,16,8.3304,28.1,31.11,2.38
2020,5,17,8.1696,28.64,34.58,2.27
2020,5,18,8.4242,25.54,37.38,3.84
2020,5,19,8.6275,20.73,38.29,5.42
2020,5,20,8.5411,22.26,34.21,2.97
2020,5,21,8.5584,25.87,24.57,2.27
2020,5,22,8.5637,26.65,24.37,2.35
2020,5,23,8.4838,24.72,30.3,3.5
2020,5,24,8.5265,26.79,23.0,2.87
2020,5,25,8.4466,29.92,18.96,2.63
2020,5,26,8.5255,32.04,16.61,2.19
2020,5,27,8.5243,33.19,17.98,2.64
2020,5,28,8.4816,33.41,19.25,2.91
2020,5,29,7.9142,32.73,21.69,3.58
2020,5,30,8.1775,28.36,24.82,3.61
2020,5,31,8.233,29.19,26.54,2.58
2020,6,1,8.0292,31.45,19.39,1.96
2020,6,2,7.3392,33.32,18.88,1.7
2020,6,3,8.3479,35.54,19.65,2.69
2020,6,4,8.4636,34.84,20.01,2.71
2020,6,5,8.2397,27.85,31.17,4.88
2020,6,6,8.3414,25.32,40.82,4.8
2020,6,7,8.5961,24.91,33.81,4.96
2020,6,8,9.0391,24.26,18.02,3.91
2020,6,9,9.0888,27.63,10.75,2.18
2020,6,10,8.8853,31.41,11.31,2.1
2020,6,11,8.8934,32.97,10.48,2.6
2020,6,12,9.0029,31.9,12.33,3.24
2020,6,13,8.7278,27.84,21.95,4.46
2020,6,14,8.6808,28.05,23.46,2.87
2020,6,15,8.7444,30.33,24.34,2.37
2020,6,16,8.5975,30.11,25.21,3.37
2020,6,17,8.2313,28.95,26.57,2.45
2020,6,18,8.5512,29.29,19.55,2.91
2020,6,19,8.52,30.72,24.66,2.69
2020,6,20,8.5404,31.46,27.14,2.92
2020,6,21,8.616,32.79,26.58,2.73
2020,6,22,8.7386,33.28,21.84,2.77
2020,6,23,8.7631,34.31,18.65,2.52
2020,6,24,8.503,34.64,14.71,2.47
2020,6,25,8.5188,34.78,15.13,2.11
2020,6,26,8.6638,34.96,15.75,2.45
2020,6,27,8.345,34.09,22.0,3.25
2020,6,28,7.7983,31.46,27.84,3.92
2020,6,29,8.4586,26.72,31.82,4.68
2020,6,30,8.4643,28.28,26.65,2.87
2020,7,1,8.6268,30.38,27.19,2.41
2020,7,2,8.6623,31.53,24.22,2.65
2020,7,3,8.5102,33.25,20.74,2.84
2020,7,4,8.407,34.86,20.85,3.16
2020,7,5,8.6878,36.03,12.84,3.77
2020,7,6,8.8692,36.07,6.8,3.47
2020,7,7,8.6986,36.7,11.59,2.05
2020,7,8,8.713,35.07,14.14,2.07
2020,7,9,8.3801,35.45,10.03,2.48
2020,7,10,7.9164,33.78,19.53,2.22
2020,7,11,6.1661,37.16,15.58,2.65
2020,7,12,6.7022,39.15,11.14,3.57
2020,7,13,7.9714,38.29,11.32,3.89
2020,7,14,8.3621,35.97,13.23,3.6
2020,7,15,8.6198,34.07,15.03,2.96
2020,7,16,8.3998,34.45,17.93,3.03
2020,7,17,8.2807,35.15,19.59,2.35
2020,7,18,8.1458,36.04,14.92,2.53
2020,7,19,8.2433,36.09,12.87,5.55
2020,7,20,8.363,35.58,11.87,3.68
2020,7,21,8.3635,34.85,15.23,2.56
2020,7,22,7.8247,33.28,20.48,2.4
2020,7,23,8.3916,32.18,17.51,2.55
2020,7,24,8.2214,32.01,19.34,2.43
2020,7,25,8.0611,33.49,18.22,2.56
2020,7,26,8.0362,35.65,19.25,2.66
2020,7,27,8.2428,35.34,17.42,2.82
2020,7,28,8.2942,35.78,14.98,2.7
2020,7,29,8.0969,37.03,12.08,2.49
2020,7,30,8.0796,38.83,16.53,2.77
2020,7,31,7.8187,40.65,15.39,3.03
2020,8,1,7.428,39.69,15.52,2.17
2020,8,2,7.8389,38.42,11.29,2.07
2020,8,3,8.0102,37.49,10.06,3.83
2020,8,4,7.7662,36.55,13.25,3.94
2020,8,5,8.129,33.9,15.64,3.56
2020,8,6,8.2426,32.14,19.51,3.12
2020,8,7,8.3158,32.19,14.86,2.38
2020,8,8,8.2032,33.84,15.64,2.45
2020,8,9,8.1662,34.6,12.19,2.58
2020,8,10,7.9133,35.39,11.91,2.88
2020,8,11,7.554,36.0,16.09,2.38
2020,8,12,7.3961,37.12,14.56,2.1
2020,8,13,7.3286,39.32,13.25,2.57
2020,8,14,7.0678,40.18,15.75,2.74
2020,8,15,7.2209,39.41,21.94,2.24
2020,8,16,6.8818,38.98,21.5,2.18
2020,8,17,7.1057,38.65,23.5,2.42
2020,8,18,7.1119,38.95,22.04,2.5
2020,8,19,6.9374,39.85,19.81,2.58
2020,8,20,6.1121,39.0,21.72,2.64
2020,8,21,4.513,34.34,42.73,2.44
2020,8,22,5.8654,36.76,32.56,1.92
2020,8,23,6.791,37.02,28.54,2.78
2020,8,24,6.0857,37.94,23.67,2.87
2020,8,25,6.7085,38.09,18.24,2.97
2020,8,26,5.3676,38.38,16.07,2.91
2020,8,27,6.4834,38.16,14.16,2.72
2020,8,28,6.2398,37.33,12.57,2.53
2020,8,29,6.9098,35.87,12.9,3.28
2020,8,30,7.0097,33.39,18.93,2.07
2020,8,31,6.9715,33.39,29.08,2.01
2020,9,1,6.9792,33.86,20.79,2.37
2020,9,2,6.8434,33.77,29.35,2.35
2020,9,3,7.0121,36.03,24.27,2.07
2020,9,4,6.7294,38.5,16.84,2.08
2020,9,5,7.0296,39.42,16.56,2.23
2020,9,6,6.9394,40.36,12.8,2.22
2020,9,7,5.9225,39.0,13.45,2.83
2020,9,8,4.967,31.79,19.72,3.74
2020,9,9,6.9823,26.68,15.65,3.44
2020,9,10,6.8412,27.54,15.43,2.12
2020,9,11,5.424,29.1,13.27,1.45
2020,9,12,6.4462,30.19,15.14,1.78
2020,9,13,5.7007,31.0,16.84,1.75
2020,9,14,6.2782,32.06,17.55,2.13
2020,9,15,6.3996,33.81,12.85,2.54
2020,9,16,6.5184,34.72,9.58,2.52
2020,9,17,6.391,35.14,9.27,1.82
2020,9,18,6.461,34.98,12.99,2.41
2020,9,19,6.479,34.37,17.9,2.0
2020,9,20,6.3432,33.75,19.03,2.39
2020,9,21,6.2794,33.55,18.44,3.14
2020,9,22,6.3533,32.75,19.06,2.54
2020,9,23,6.4027,32.07,18.07,2.37
2020,9,24,6.4046,32.49,16.29,2.21
2020,9,25,6.3394,31.39,14.52,2.28
2020,9,26,6.3226,30.52,20.5,2.27
2020,9,27,6.1423,30.19,25.13,1.96
2020,9,28,6.2582,31.76,16.19,2.21
2020,9,29,6.1277,31.77,13.81,1.94
2020,9,30,6.1517,33.11,11.29,1.89
2020,10,1,6.2318,33.03,9.55,2.08
2020,10,2,5.9942,33.05,11.05,1.74
2020,10,3,6.0742,32.86,10.84,2.29
2020,10,4,6.0161,33.23,9.14,2.66
2020,10,5,5.6926,32.67,11.91,2.27
2020,10,6,4.7057,31.89,11.75,2.23
2020,10,7,5.616,31.85,19.41,2.51
2020,10,8,5.6009,28.04,25.33,3.68
2020,10,9,5.3998,26.16,37.08,4.01
2020,10,10,4.8857,26.06,36.44,3.92
2020,10,11,5.3942,27.06,32.25,2.59
2020,10,12,5.5176,29.3,21.03,1.85
2020,10,13,5.5913,30.59,13.79,1.65
2020,10,14,5.6186,31.22,11.52,1.91
2020,10,15,5.4437,31.75,10.28,2.06
2020,10,16,5.6458,30.55,10.34,2.78
2020,10,17,5.3942,30.79,13.26,1.8
2020,10,18,4.9968,31.28,16.32,4.41
2020,10,19,5.0578,29.53,18.87,3.02
2020,10,20,5.0784,29.48,16.94,2.44
2020,10,21,5.111,28.32,24.35,2.07
2020,10,22,5.011,25.36,36.5,1.72
2020,10,23,4.5864,25.14,35.06,2.09
2020,10,24,3.2359,24.04,41.25,2.66
2020,10,25,4.595,21.17,51.86,5.0
2020,10,26,5.1084,15.07,20.45,4.89
2020,10,27,5.1082,16.13,8.46,2.9
2020,10,28,4.9627,19.09,10.19,1.62
2020,10,29,4.8175,21.1,13.21,1.28
2020,10,30,4.5859,22.7,14.45,1.37
2020,10,31,3.979,23.15,16.52,1.41
2020,11,1,4.0022,25.65,15.03,1.36
2020,11,2,4.5206,25.87,18.19,1.79
2020,11,3,4.033,25.59,22.56,1.55
2020,11,4,4.5598,25.24,23.78,1.63
2020,11,5,3.678,25.69,17.56,1.7
2020,11,6,2.2238,26.37,27.17,3.36
2020,11,7,3.9876,16.25,50.53,4.81
2020,11,8,3.4032,14.29,57.78,3.9
2020,11,9,4.2144,12.56,44.7,2.02
2020,11,10,4.4105,12.45,30.45,1.76
2020,11,11,4.373,14.97,24.08,1.62
2020,11,12,4.1117,16.51,31.67,1.69
2020,11,13,4.2,17.86,35.85,1.64
2020,11,14,4.0999,18.38,35.47,2.28
2020,11,15,4.2288,18.46,16.73,1.6
2020,11,16,4.1645,20.61,14.22,1.48
2020,11,17,4.0195,22.86,15.78,1.59
2020,11,18,4.0392,21.63,30.22,2.11
2020,11,19,3.9242,21.08,33.77,2.12
2020,11,20,3.852,21.61,28.06,1.43
2020,11,21,3.5561,21.09,21.58,1.5
2020,11,22,3.5981,20.36,23.93,1.57
2020,11,23,3.8501,19.3,33.04,3.57
2020,11,24,3.913,17.01,30.06,2.27
2020,11,25,3.9434,16.31,25.1,1.45
2020,11,26,3.8297,14.46,46.71,2.59
2020,11,27,3.9168,12.84,19.94,3.07
2020,11,28,3.9122,13.44,20.87,1.62
2020,11,29,3.8688,14.81,18.2,1.44
2020,11,30,3.761,16.16,18.49,1.56
2020,12,1,3.9382,16.4,17.46,1.47
2020,12,2,3.9554,14.11,17.95,2.63
2020,12,3,3.846,11.51,21.42,2.06
2020,12,4,3.9014,13.15,13.53,1.48
2020,12,5,3.851,13.24,10.32,1.54
2020,12,6,3.755,14.29,12.01,1.48
2020,12,7,1.9385,14.45,16.04,1.34
2020,12,8,2.1686,16.13,16.24,1.27
2020,12,9,3.0629,15.38,22.08,1.44
2020,12,10,3.307,14.97,56.3,2.62
2020,12,11,3.5078,13.76,47.64,1.61
2020,12,12,2.9635,14.27,50.71,3.67
2020,12,13,3.6413,10.43,23.61,1.56
2020,12,14,3.4327,12.61,39.03,2.38
2020,12,15,3.6814,11.36,32.04,2.52
2020,12,16,3.6962,12.63,21.11,1.48
2020,12,17,1.8593,13.32,38.71,1.26
2020,12,18,3.6202,12.57,46.71,2.38
2020,12,19,3.6324,12.32,27.19,1.66
2020,12,20,3.5767,14.17,22.65,1.57
2020,12,21,3.7087,16.78,16.86,1.27
2020,12,22,3.371,17.47,24.72,1.88
2020,12,23,2.6746,13.91,16.83,3.15
2020,12,24,1.5994,11.04,15.6,1.31
2020,12,25,3.5954,13.01,14.13,1.44
2020,12,26,3.5314,15.17,21.99,1.52
2020,12,27,3.0922,14.27,48.46,1.55
2020,12,28,2.7758,11.35,66.44,2.3
2020,12,29,3.2062,10.61,60.13,2.25
2020,12,30,3.7164,11.27,19.68,2.46
2020,12,31,3.2638,11.46,26.66,2.1
2021,1,1,3.6941,11.53,36.94,1.98
2021,1,2,3.5906,13.56,28.28,1.33
2021,1,3,3.4382,12.76,34.85,1.39
2021,1,4,3.5609,12.67,42.39,1.56
2021,1,5,3.8071,14.46,41.54,1.82
2021,1,6,3.137,13.06,26.79,1.72
2021,1,7,3.474,15.08,20.97,1.36
2021,1,8,3.4296,14.59,21.56,1.71
2021,1,9,3.8239,13.53,23.56,2.19
2021,1,10,3.731,11.91,28.22,1.77
2021,1,11,3.8314,11.96,27.02,1.69
2021,1,12,3.7006,11.55,24.95,1.37
2021,1,13,3.7423,13.68,17.16,1.47
2021,1,14,3.6826,18.34,17.47,2.09
2021,1,15,3.9576,19.03,13.96,2.83
2021,1,16,4.0651,19.22,15.89,1.72
2021,1,17,3.9134,17.07,23.71,1.6
2021,1,18,3.9118,16.9,15.5,1.34
2021,1,19,2.1322,14.14,40.56,2.32
2021,1,20,0.8544,13.38,74.21,1.8
2021,1,21,3.3919,14.97,67.88,1.48
2021,1,22,3.6156,14.38,64.66,1.66
2021,1,23,3.348,12.25,65.01,1.1
2021,1,24,3.7522,10.06,66.91,2.02
2021,1,25,2.971,9.52,64.66,4.63
2021,1,26,4.1182,9.45,52.14,2.63
2021,1,27,4.2038,8.95,54.87,1.47
2021,1,28,3.9264,11.95,50.92,1.07
2021,1,29,3.246,11.42,68.31,2.01
2021,1,30,4.3831,11.19,61.43,1.3
